Kalimat,Label
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa nyeri pada bagian perut.,RS
Tolong panggil ambulans segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka yang perlu penjahitan.,RS
Tolong bantu saya mengatasi serangan panik.,RS
Ada kebakaran di gedung apartemen.,RS
Saya merasa pusing dan tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa nyeri pada bagian perut.,RS
Tolong panggil ambulans segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka yang perlu penjahitan.,RS
Tolong bantu saya mengatasi serangan panik.,RS
Ada kebakaran di gedung apartemen.,RS
Saya merasa pusing dan tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa nyeri pada bagian perut.,RS
Tolong panggil ambulans segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka yang perlu penjahitan.,RS
Tolong bantu saya mengatasi serangan panik.,RS
Ada kebakaran di gedung apartemen.,RS
Saya merasa pusing dan tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Ada kebakaran di apartemen.,RS
Tolong panggil ambulans.,RS
Saya butuh pertolongan cepat.,RS
Tolong bantu hentikan pendarahan.,RS
Ada anak kecil terjatuh.,RS
Tolong segera bawa ke rumah sakit.,RS
Ada orang terluka di jalan.,RS
Tolong bantu tangani cedera serius.,RS
Saya merasa nyeri perut parah.,RS
Tolong ada orang tak sadarkan diri.,RS
Saya mengalami luka parah.,RS
Tolong antar ke unit gawat darurat.,RS
Ada kecelakaan mobil parah.,RS
Saya merasa sesak napas.,RS
Tolong butuh ambulans sekarang.,RS
Ada orang yang pingsan.,RS
Saya mengalami demam tinggi.,RS
Tolong antar ke rumah sakit terdekat.,RS
Ada luka yang perlu perawatan.,RS
Tolong panggil bantuan medis.,RS
Ada anak kecil terjebak.,RS
Saya merasa pusing dan mual.,RS
Tolong bantu saya segera.,RS
Ada orang yang terluka parah.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar ke gawat darurat.,RS
Ada orang yang butuh pertolongan.,RS
Saya mengalami pingsan mendadak.,RS
Tolong panggil ambulans secepatnya.,RS
Ada luka bakar yang parah.,RS
Saya merasa sesak napas berat.,RS
Tolong bantu atasi serangan asma.,RS
Saya butuh bantuan patah tulang.,RS
Tolong ada orang tak sadarkan diri di jalan.,RS
Ada kebakaran di kantor.,RS
Tolong bawa ke rumah sakit segera.,RS
Saya mengalami pendarahan hebat.,RS
Tolong ada orang yang terjebak di mobil.,RS
Ada anak kecil terluka parah.,RS
Tolong panggil ambulans dengan cepat.,RS
Saya merasa sangat lemah.,RS
Tolong butuh pertolongan medis.,RS
Ada orang yang pingsan di taman.,RS
Saya mengalami serangan jantung.,RS
Tolong bantu tangani luka parah.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya butuh penanganan segera.,RS
Tolong bawa ke unit gawat darurat.,RS
Ada orang yang tidak sadarkan diri di rumah.,RS
Saya merasa sakit perut hebat.,RS
Tolong panggil ambulans sekarang juga.,RS
Ada orang terluka di tempat kerja.,RS
Saya mengalami luka bakar serius.,RS
Tolong antar ke rumah sakit terdekat dengan cepat.,RS
Ada orang yang terjebak dalam kebakaran.,RS
Saya merasa sesak napas berlebihan.,RS
Tolong bantu saya mengatasi serangan asma akut.,RS
Ada orang yang pingsan di supermarket.,RS
Saya butuh penanganan darurat.,RS
Tolong bawa ke gawat darurat sekarang.,RS
Ada luka yang membutuhkan perawatan medis.,RS
Saya mengalami pendarahan parah.,RS
Tolong panggil tim medis secepatnya.,RS
Ada orang yang terjebak dalam kecelakaan.,RS
Saya membutuhkan pertolongan sekarang.,RS
Tolong ada orang yang terluka parah.,RS
Ada kebakaran di gedung sekolah.,RS
Tolong antar saya ke rumah sakit.,RS
Saya merasakan nyeri perut hebat.,RS
Tolong butuh ambulans dengan cepat.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya mengalami luka serius.,RS
Tolong bawa ke unit gawat darurat segera.,RS
Ada anak yang terjatuh dan terluka.,RS
Saya merasa sangat lemah dan pusing.,RS
Tolong bantu saya secepatnya.,RS
Ada orang yang terluka di lapangan.,RS
Saya mengalami pendarahan yang parah.,RS
Tolong panggil ambulans secepat mungkin.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa sesak napas yang berat.,RS
Tolong antar saya ke rumah sakit terdekat.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya sekarang juga.,RS
Ada orang yang terjebak dalam kebakaran.,RS
Saya merasa detak jantung tidak teratur.,RS
Tolong antar saya ke gawat darurat.,RS
Ada orang yang butuh pertolongan darurat.,RS
Saya mengalami pingsan secara tiba-tiba.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan medis.,RS
Saya merasa sakit perut yang parah.,RS
Tolong bantu saya atasi serangan asma.,RS
Ada orang yang tidak sadarkan diri di rumah.,RS
Saya butuh pertolongan secepatnya.,RS
Tolong ada orang yang terluka parah di sini.,RS
Ada kebakaran di gedung kantor.,RS
Tolong antar saya ke rumah sakit dengan cepat.,RS
Saya merasakan nyeri perut yang parah.,RS
Tolong butuh ambulans segera.,RS
Ada orang yang pingsan di malam hari.,RS
Saya mengalami luka yang serius.,RS
Tolong bawa ke unit gawat darurat secepatnya.,RS
Ada anak yang terjatuh dan mengalami luka.,RS
Saya merasa sangat lemah dan mual.,RS
Tolong bantu saya dengan cepat.,RS
Ada orang yang terluka di tempat olahraga.,RS
Saya mengalami pendarahan yang parah.,RS
Tolong panggil ambulans dengan segera.,RS
Ada kecelakaan mobil di persimpangan.,RS
Saya merasa sesak napas berat sekali.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya secepat mungkin.,RS
Ada orang yang terjebak dalam kebakaran gedung.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke gawat darurat segera.,RS
Ada orang yang butuh pertolongan segera.,RS
Saya mengalami pingsan mendadak.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan darurat.,RS
Saya merasa sakit perut hebat.,RS
Tolong bantu saya atasi serangan asma segera.,RS
Ada orang yang tidak sadarkan diri di lingkungan ini.,RS
Saya membutuhkan pertolongan darurat.,RS
Tolong ada orang terluka parah di sini.,RS
Ada kebakaran di gedung pabrik.,RS
Tolong antar saya ke RS secepatnya.,RS
Saya merasakan nyeri hebat di dada.,RS
Tolong bawa ambulans dengan cepat.,RS
Ada orang yang pingsan di taman ini.,RS
Saya mengalami luka serius di kaki.,RS
Tolong bawa ke UGD segera.,RS
Ada anak yang terjatuh dan terluka di sini.,RS
Saya merasa sangat lemas dan pusing.,RS
Tolong bantu sekarang juga.,RS
Ada orang yang terluka di tempat kerja ini.,RS
Saya mengalami pendarahan yang parah di perut.,RS
Tolong panggil ambulans secepat mungkin.,RS
Ada kecelakaan mobil di jalan ini.,RS
Saya merasa sesak napas yang parah.,RS
Tolong antar ke RS terdekat sekarang.,RS
Ada orang yang pingsan di supermarket ini.,RS
Saya mengalami luka bakar yang parah di tangan.,RS
Tolong bantu segera.,RS
Ada orang yang terjebak dalam kebakaran ini.,RS
Saya merasa detak jantung tidak teratur.,RS
Tolong antar ke gawat darurat ini.,RS
Ada orang yang butuh pertolongan darurat.,RS
Saya mengalami pingsan tiba-tiba.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan penanganan medis.,RS
Saya merasa sakit perut yang parah.,RS
Tolong bantu atasi serangan asma segera.,RS
Ada orang yang tidak sadarkan diri di sini.,RS
Saya membutuhkan perawatan medis.,RS
Tolong ada orang terluka parah di sekitar.,RS
Ada kebakaran di gedung apartemen.,RS
Tolong antar saya ke RS dengan cepat.,RS
Saya merasakan nyeri hebat di perut.,RS
Tolong bawa ambulans segera.,RS
Saya mengalami luka serius di tangan.,RS
Tolong bawa ke UGD secepatnya.,RS
Ada anak yang terjatuh dan terluka di tempat ini.,RS
Saya merasa sangat lemas dan mual.,RS
Tolong bantu saya sekarang juga.,RS
Ada orang yang terluka di kawasan ini.,RS
Saya mengalami pendarahan yang parah di kepala.,RS
Tolong panggil ambulans dengan segera.,RS
Ada kecelakaan mobil di jalan raya ini.,RS
Saya merasa sesak napas berat sekali.,RS
Tolong antar saya ke RS segera.,RS
Ada orang yang pingsan di area ini.,RS
Saya mengalami luka bakar yang parah di wajah.,RS
Tolong bantu saya secepat mungkin.,RS
Ada orang yang terjebak dalam kebakaran gedung ini.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke gawat darurat segera.,RS
Ada orang yang butuh pertolongan segera di sekitar.,RS
Saya mengalami pingsan mendadak di sini.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan darurat di dekat.,RS
Saya merasa sakit perut hebat di area ini.,RS
Tolong bantu saya atasi serangan asma secepatnya.,RS
Ada orang yang tidak sadarkan diri di sekitar sini.,RS
Ada kebakaran di apartemen.,RS
Tolong panggil ambulans.,RS
Saya butuh pertolongan cepat.,RS
Tolong bantu hentikan pendarahan.,RS
Ada anak kecil terjatuh.,RS
Tolong segera bawa ke rumah sakit.,RS
Ada orang terluka di jalan.,RS
Tolong bantu tangani cedera serius.,RS
Saya merasa nyeri perut parah.,RS
Tolong ada orang tak sadarkan diri.,RS
Saya mengalami luka parah.,RS
Tolong antar ke unit gawat darurat.,RS
Ada kecelakaan mobil parah.,RS
Saya merasa sesak napas.,RS
Tolong butuh ambulans sekarang.,RS
Ada orang yang pingsan.,RS
Saya mengalami demam tinggi.,RS
Tolong antar ke rumah sakit terdekat.,RS
Ada luka yang perlu perawatan.,RS
Tolong panggil bantuan medis.,RS
Ada anak kecil terjebak.,RS
Saya merasa pusing dan mual.,RS
Tolong bantu saya segera.,RS
Ada orang yang terluka parah.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar ke gawat darurat.,RS
Ada orang yang butuh pertolongan.,RS
Saya mengalami pingsan mendadak.,RS
Tolong panggil ambulans secepatnya.,RS
Ada luka bakar yang parah.,RS
Saya merasa sesak napas berat.,RS
Tolong bantu atasi serangan asma.,RS
Saya butuh bantuan patah tulang.,RS
Tolong ada orang tak sadarkan diri di jalan.,RS
Ada kebakaran di kantor.,RS
Tolong bawa ke rumah sakit segera.,RS
Saya mengalami pendarahan hebat.,RS
Tolong ada orang yang terjebak di mobil.,RS
Ada anak kecil terluka parah.,RS
Tolong panggil ambulans dengan cepat.,RS
Saya merasa sangat lemah.,RS
Tolong butuh pertolongan medis.,RS
Ada orang yang pingsan di taman.,RS
Saya mengalami serangan jantung.,RS
Tolong bantu tangani luka parah.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya butuh penanganan segera.,RS
Tolong bawa ke unit gawat darurat.,RS
Ada orang yang tidak sadarkan diri di rumah.,RS
Saya merasa sakit perut hebat.,RS
Tolong panggil ambulans sekarang juga.,RS
Ada orang terluka di tempat kerja.,RS
Saya mengalami luka bakar serius.,RS
Tolong antar ke rumah sakit terdekat dengan cepat.,RS
Ada orang yang terjebak dalam kebakaran.,RS
Saya merasa sesak napas berlebihan.,RS
Tolong bantu saya mengatasi serangan asma akut.,RS
Ada orang yang pingsan di supermarket.,RS
Saya butuh penanganan darurat.,RS
Tolong bawa ke gawat darurat sekarang.,RS
Ada luka yang membutuhkan perawatan medis.,RS
Saya mengalami pendarahan parah.,RS
Tolong panggil tim medis secepatnya.,RS
Ada orang yang terjebak dalam kecelakaan.,RS
Saya membutuhkan pertolongan sekarang.,RS
Tolong ada orang yang terluka parah.,RS
Ada kebakaran di gedung sekolah.,RS
Tolong antar saya ke rumah sakit.,RS
Saya merasakan nyeri perut hebat.,RS
Tolong butuh ambulans dengan cepat.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya mengalami luka serius.,RS
Tolong bawa ke unit gawat darurat segera.,RS
Ada anak yang terjatuh dan terluka.,RS
Saya merasa sangat lemah dan pusing.,RS
Tolong bantu saya secepatnya.,RS
Ada orang yang terluka di lapangan.,RS
Saya mengalami pendarahan yang parah.,RS
Tolong panggil ambulans secepat mungkin.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa sesak napas yang berat.,RS
Tolong antar saya ke rumah sakit terdekat.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya sekarang juga.,RS
Ada orang yang terjebak dalam kebakaran.,RS
Saya merasa detak jantung tidak teratur.,RS
Tolong antar saya ke gawat darurat.,RS
Ada orang yang butuh pertolongan darurat.,RS
Saya mengalami pingsan secara tiba-tiba.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan medis.,RS
Saya merasa sakit perut yang parah.,RS
Tolong bantu saya atasi serangan asma.,RS
Ada orang yang tidak sadarkan diri di rumah.,RS
Saya butuh pertolongan secepatnya.,RS
Tolong ada orang yang terluka parah di sini.,RS
Ada kebakaran di gedung kantor.,RS
Tolong antar saya ke rumah sakit dengan cepat.,RS
Saya merasakan nyeri perut yang parah.,RS
Tolong butuh ambulans segera.,RS
Ada orang yang pingsan di malam hari.,RS
Saya mengalami luka yang serius.,RS
Tolong bawa ke unit gawat darurat secepatnya.,RS
Ada anak yang terjatuh dan mengalami luka.,RS
Saya merasa sangat lemah dan mual.,RS
Tolong bantu saya dengan cepat.,RS
Ada orang yang terluka di tempat olahraga.,RS
Saya mengalami pendarahan yang parah.,RS
Tolong panggil ambulans dengan segera.,RS
Ada kecelakaan mobil di persimpangan.,RS
Saya merasa sesak napas berat sekali.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya secepat mungkin.,RS
Ada orang yang terjebak dalam kebakaran gedung.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke gawat darurat segera.,RS
Ada orang yang butuh pertolongan segera.,RS
Saya mengalami pingsan mendadak.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan darurat.,RS
Saya merasa sakit perut hebat.,RS
Tolong bantu saya atasi serangan asma segera.,RS
Ada orang yang tidak sadarkan diri di lingkungan ini.,RS
Saya membutuhkan pertolongan darurat.,RS
Tolong ada orang terluka parah di sini.,RS
Ada kebakaran di gedung pabrik.,RS
Tolong antar saya ke RS secepatnya.,RS
Saya merasakan nyeri hebat di dada.,RS
Tolong bawa ambulans dengan cepat.,RS
Ada orang yang pingsan di taman ini.,RS
Saya mengalami luka serius di kaki.,RS
Tolong bawa ke UGD segera.,RS
Ada anak yang terjatuh dan terluka di sini.,RS
Saya merasa sangat lemas dan pusing.,RS
Tolong bantu sekarang juga.,RS
Ada orang yang terluka di tempat kerja ini.,RS
Saya mengalami pendarahan yang parah di perut.,RS
Tolong panggil ambulans secepat mungkin.,RS
Ada kecelakaan mobil di jalan ini.,RS
Saya merasa sesak napas yang parah.,RS
Tolong antar ke RS terdekat sekarang.,RS
Ada orang yang pingsan di supermarket ini.,RS
Saya mengalami luka bakar yang parah di tangan.,RS
Tolong bantu segera.,RS
Ada orang yang terjebak dalam kebakaran ini.,RS
Saya merasa detak jantung tidak teratur.,RS
Tolong antar ke gawat darurat ini.,RS
Ada orang yang butuh pertolongan darurat.,RS
Saya mengalami pingsan tiba-tiba.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan penanganan medis.,RS
Saya merasa sakit perut yang parah.,RS
Tolong bantu atasi serangan asma segera.,RS
Ada orang yang tidak sadarkan diri di sini.,RS
Saya membutuhkan perawatan medis.,RS
Tolong ada orang terluka parah di sekitar.,RS
Ada kebakaran di gedung apartemen.,RS
Tolong antar saya ke RS dengan cepat.,RS
Saya merasakan nyeri hebat di perut.,RS
Tolong bawa ambulans segera.,RS
Saya mengalami luka serius di tangan.,RS
Tolong bawa ke UGD secepatnya.,RS
Ada anak yang terjatuh dan terluka di tempat ini.,RS
Saya merasa sangat lemas dan mual.,RS
Tolong bantu saya sekarang juga.,RS
Ada orang yang terluka di kawasan ini.,RS
Saya mengalami pendarahan yang parah di kepala.,RS
Tolong panggil ambulans dengan segera.,RS
Ada kecelakaan mobil di jalan raya ini.,RS
Saya merasa sesak napas berat sekali.,RS
Tolong antar saya ke RS segera.,RS
Ada orang yang pingsan di area ini.,RS
Saya mengalami luka bakar yang parah di wajah.,RS
Tolong bantu saya secepat mungkin.,RS
Ada orang yang terjebak dalam kebakaran gedung ini.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke gawat darurat segera.,RS
Ada orang yang butuh pertolongan segera di sekitar.,RS
Saya mengalami pingsan mendadak di sini.,RS
Tolong panggil ambulans segera.,RS
Ada luka yang membutuhkan perawatan darurat di dekat.,RS
Saya merasa sakit perut hebat di area ini.,RS
Tolong bantu saya atasi serangan asma secepatnya.,RS
Ada orang yang tidak sadarkan diri di sekitar sini.,RS
Kebakaran terjadi minta bantuan segera,Damkar
Tolong ada kebakaran di sekitar sini,Damkar
Panggilkan bantuan ada api yang membesar,Damkar
Segera hubungi Pemadam Kebakaran ada kebakaran,Damkar
Darurat rumah terbakar Bantu sekarang,Damkar
Tolong kebakaran semakin meluas,Damkar
Panggil Pemadam Kebakaran situasi kritis,Damkar
Ada kebakaran besar bantuan segera diperlukan,Damkar
Segera minta bantuan ada kebakaran hebat,Damkar
Tolong datangkan Pemadam Kebakaran dengan cepat,Damkar
Darurat bantu padamkan api yang membara,Damkar
Tolong segera hubungi Pemadam Kebakaran sekarang,Damkar
Terjadi kebakaran Panggil bantuan segera,Damkar
Bantu padamkan api yang menjalar,Damkar
Tolong minta Pemadam Kebakaran segera datang,Damkar
Ada kebakaran besar bantu memadamkannya,Damkar
Panggil Pemadam Kebakaran kebakaran terjadi,Damkar
Darurat segera minta bantuan Pemadam Kebakaran,Damkar
Tolong segera datangkan Pemadam Kebakaran,Damkar
Bantu padamkan api yang mengamuk,Damkar
Segera panggil Pemadam Kebakaran situasi darurat,Damkar
Tolong segera hubungi Pemadam Kebakaran,Damkar
Terjadi kebakaran Panggil Pemadam Kebakaran sekarang,Damkar
Darurat segera minta bantuan Pemadam Kebakaran,Damkar
Tolong segera datangkan Pemadam Kebakaran,Damkar
Bantu padamkan api yang mengamuk,Damkar
Kebakaran sedang meluas minta bantuan,Damkar
Panggil Pemadam Kebakaran kebakaran besar terjadi,Damkar
Tolong minta bantuan Pemadam Kebakaran,Damkar
Ada kebakaran hebat bantu padamkan sekarang,Damkar
Darurat kebakaran semakin meluas,Damkar
Segera hubungi Pemadam Kebakaran ada kebakaran,Damkar
Tolong bantu memadamkan api yang membesar,Damkar
Ada kebakaran di sekitar sini segera bantu,Damkar
Panggilkan Pemadam Kebakaran situasi darurat terjadi,Damkar
Darurat minta bantuan Pemadam Kebakaran,Damkar
Tolong datangkan Pemadam Kebakaran segera,Damkar
Ada kebakaran besar bantu sekarang juga,Damkar
Segera minta bantuan ada kebakaran di sini,Damkar
Panggil Pemadam Kebakaran kebakaran tak terkendali,Damkar
Tolong segera panggil Pemadam Kebakaran,Damkar
Ada kebakaran besar bantuan diperlukan,Damkar
Segera minta bantuan kebakaran semakin meluas,Damkar
Panggil Pemadam Kebakaran kebakaran tak terkendali,Damkar
Darurat minta bantuan segera,Damkar
Tolong bantu memadamkan api yang membara,Damkar
Ada kebakaran di sekitar sini segera bantu padamkan,Damkar
Panggilkan Pemadam Kebakaran situasi darurat terjadi,Damkar
Darurat minta bantuan Pemadam Kebakaran sekarang,Damkar
Tolong datangkan Pemadam Kebakaran dengan cepat,Damkar
Ada kebakaran besar bantu memadamkannya sekarang,Damkar
Segera minta bantuan ada kebakaran yang mengamuk,Damkar
Panggil Pemadam Kebakaran rumah terbakar,Damkar
Tolong segera hubungi Pemadam Kebakaran sekarang,Damkar
Terjadi kebakaran minta bantuan segera,Damkar
Darurat ada kebakaran yang semakin membesar,Damkar
Tolong segera datangkan Pemadam Kebakaran sekarang,Damkar
Bantu padamkan api yang menjalar cepat,Damkar
Ada kebakaran hebat bantu memadamkan sekarang juga,Damkar
Panggil Pemadam Kebakaran situasi darurat terjadi,Damkar
Segera minta bantuan kebakaran terjadi di sini,Damkar
Kebakaran besar bantu padamkan segera,Damkar
Segera panggil Pemadam Kebakaran,Damkar
Tolong ada kebakaran minta bantuan,Damkar
Darurat Pemadam Kebakaran diperlukan,Damkar
Tolong datangkan Pemadam Kebakaran,Damkar
Bantu padamkan api yang membesar,Damkar
Ada kebakaran segera bantu memadamkan,Damkar
Panggil Pemadam Kebakaran situasi darurat,Damkar
Tolong minta bantuan Pemadam Kebakaran,Damkar
Terjadi kebakaran bantuan segera diperlukan,Damkar
Darurat bantu memadamkan api cepat,Damkar
Tolong segera hubungi Pemadam Kebakaran,Damkar
Panggilkan Pemadam Kebakaran kebakaran,Damkar
Ada kebakaran besar minta bantuan,Damkar
Segera minta bantuan kebakaran meluas,Damkar
Tolong datangkan Pemadam Kebakaran,Damkar
Bantu padamkan api yang mengamuk,Damkar
Ada kebakaran hebat bantu sekarang,Damkar
Panggil Pemadam Kebakaran situasi kritis,Damkar
Darurat minta bantuan Pemadam Kebakaran,Damkar
Ada kebakaran tolong bantu segera,Damkar
Panggil Pemadam Kebakaran darurat terjadi,Damkar
Tolong minta bantuan Pemadam Kebakaran sekarang,Damkar
Terjadi kebakaran butuh bantuan,Damkar
Tolong hubungi Pemadam Kebakaran sekarang,Damkar
Bantu memadamkan api yang membesar,Damkar
Kebakaran bantu padamkan sekarang,Damkar
Panggil Pemadam Kebakaran situasi darurat,Damkar
Tolong minta bantuan Pemadam Kebakaran,Damkar
Ada kebakaran segera datangkan bantuan,Damkar
Darurat bantu memadamkan api sekarang,Damkar
Tolong hubungi Pemadam Kebakaran,Damkar
Panggilkan Pemadam Kebakaran kebakaran besar,Damkar
Ada kebakaran besar bantuan diperlukan,Damkar
Segera minta bantuan kebakaran meluas,Damkar
Tolong segera datangkan Pemadam Kebakaran,Damkar
Bantu memadamkan api cepat,Damkar
Ada kebakaran hebat bantu sekarang juga,Damkar
Panggil Pemadam Kebakaran situasi kritis,Damkar
Darurat minta bantuan Pemadam Kebakaran,Damkar
